trip_id,time_of_day,season,corridor,cbd_stage,sacco,vehicle_type,vehicle_name,passenger_count,fuel_type,payment_method,vehicle_capacity,fare(ksh),fuel_consumption(Litrers/100km),fuel_price(unit),revenue(ksh),fuel_cost,profit(ksh),date_clean,distance_km_clean,route_number
TRP011185,Afternoon,Dry Season,Kikuyu,Railways,Latema,Nganya,Kixx,25,Diesel,Cash,25,200,18.9,192.43,5000,909.23,4090.77,7/25/2025,25,105
TRP002581,Afternoon,Dry Season,Eastleigh,Odeon,Oma Services,Nganya,Transformer,25,Diesel,M-Pesa,25,137,28.88,201.9,3425,816.32,2608.68,8/12/2025,14,14B
TRP008469,Afternoon,Dry Season,Eastleigh,Odeon,2Nk,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,19.5,158.38,4950,654.74,4295.26,8/30/2024,21.2,14A
TRP005651,Afternoon,Long Rains,Huruma-Mathare,Muthurwa,Nicco Movers,Standard,Standard Unit,25,Diesel,M-Pesa,25,150,25.5,201.94,3750,993.85,2756.15,4/17/2025,19.3,25
TRP012767,Afternoon,Dry Season,Eastleigh,Odeon,Oma Services,Nganya,Lightning,14,Diesel,Cash,14,172.31,18.49,173.68,2412.34,545.93,1866.41,7/10/2023,17,14A
TRP006839,Morning,Dry Season,Eastleigh,Odeon,Oma Services,Standard,Standard Unit,14,Diesel,Cash,14,50,21.5,194.21,700,208.78,491.22,6/2/2025,5,14A
TRP000519,Night,Long Rains,Kiambu,Odeon,Super Metro,Standard,Standard Unit,14,Petrol,Cash,14,150,21.5,200.9,2100,950.26,1149.74,4/10/2025,22,100
TRP003215,Morning,Dry Season,Langata Road,Kencom,Embassava,Nganya,Prestige,25,Petrol,Cash,25,200,27.2,218.58,5000,1545.8,3454.2,8/15/2025,26,34
TRP011973,Evening,Long Rains,Eastleigh,Odeon,Nicco Movers,Nganya,Moneyfest,14,Petrol,Cash,14,200,28.1,218.5,2800,951.68,1848.32,3/24/2025,15.5,14B
TRP015884,Evening,Dry Season,Westlands,Kencom,KBS,Electric,Basigo E-Bus,33,Electric,Cash,33,50,40.7,26.36,1650,60.08,1589.92,9/17/2024,5.6,30
TRP008420,Morning,Dry Season,Fedha,OTC,Embassava,Standard,Standard Unit,33,Diesel,M-Pesa,33,101,31.3,190.39,3333,536.33,2796.67,2/9/2023,9,34F
TRP016893,Night,Long Rains,Nyayo Estate-Westlands,Railways,KBS,Electric,Basigo E-Bus,49,Electric,M-Pesa,49,86,40.45,25.27,4214,73.6,4140.4,3/23/2024,7.2,Exp1
TRP001513,Afternoon,Dry Season,Kikuyu,Railways,KBS,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,29.47,178.09,4950,1390.8,3559.2,9/2/2023,26.5,112
TRP011316,Afternoon,Dry Season,Lavington-Kawangware,Ambassador,Zuri,Nganya,Transformer,25,Petrol,M-Pesa,25,200,25,210.46,5000,1420.6,3579.4,9/22/2023,27,48A
TRP007277,Afternoon,Short Rains,Eastleigh,Muthurwa,Latema,Nganya,Opposite,25,Diesel,M-Pesa,25,200,28.1,167.58,5000,904.13,4095.87,10/26/2024,19.2,14A
TRP000781,Afternoon,Short Rains,Kitengela,OTC,KBS,Standard,Standard Unit,14,Petrol,M-Pesa,14,150,24.9,199.11,2100,1090.72,1009.28,11/13/2023,22,110
TRP001122,Morning,Short Rains,Kenyatta University,Odeon,Kenya Mpya,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,29.9,201.37,4950,1549.19,3400.81,12/13/2025,25.73,Ku1
TRP012490,Night,Short Rains,Dandora,OTC,Zuri,Standard,Standard Unit,33,Diesel,Cash,33,58,18.6,166.5,1914,173.43,1740.57,10/20/2024,5.6,36
TRP009788,Evening,Dry Season,Eastleigh,Odeon,KBS,Nganya,Catalyst,33,Diesel,Cash,33,190,24.73,163.39,6270,686.91,5583.09,2/27/2024,17,14A
TRP012362,Evening,Short Rains,Nyayo Estate-Westlands,Railways,2Nk,Standard,Standard Unit,33,Diesel,M-Pesa,33,120,18.2,193.6,3960,407.32,3552.68,10/29/2023,11.56,Exp1
TRP006208,Afternoon,Long Rains,Kitengela,OTC,KBS,Standard,Standard Unit,33,Diesel,Cash,33,50,24,181.98,1650,218.38,1431.62,5/13/2023,5,110
TRP012328,Morning,Long Rains,Pipeline,OTC,City Shuttle,Standard,Standard Unit,33,Diesel,Cash,33,68,26.2,163.35,2244,205.43,2038.57,4/10/2024,4.8,33A
TRP004826,Morning,Dry Season,Huruma-Mathare,Muthurwa,Latema,Nganya,John Wick,33,Diesel,M-Pesa,33,52,30.3,180.75,1716,236.59,1479.41,8/23/2023,4.32,25
TRP004205,Afternoon,Dry Season,Lavington-Kawangware,Ambassador,East Shuttle,Standard,Standard Unit,25,Diesel,Cash,25,80,28.6,202.19,2000,520.44,1479.56,9/19/2025,9,48A
TRP002374,Afternoon,Dry Season,Pipeline,Afya Centre,Embassava,Standard,Standard Unit,25,Diesel,M-Pesa,25,150,24.96,200.66,3750,821.39,2928.61,9/20/2025,16.4,33A
TRP014498,Afternoon,Dry Season,Kawangware,Kencom,Citi Hoppa,Standard,Standard Unit,33,Diesel,M-Pesa,33,112,26.3,192.43,3696,723.71,2972.29,1/19/2023,14.3,46
TRP004288,Afternoon,Short Rains,Kikuyu,Railways,Zuri,Standard,Standard Unit,14,Diesel,M-Pesa,14,150,20.73,183.3,2100,691.57,1408.43,11/27/2023,18.2,112
TRP006929,Evening,Dry Season,Kawangware,Kencom,KBS,Standard,Standard Unit,33,Diesel,Cash,33,150,30.37,184.4,4950,1135.17,3814.83,1/29/2025,20.27,46
TRP016992,Night,Long Rains,Kenyatta University,Odeon,Kenya Mpya,Standard,Standard Unit,33,Diesel,Cash,33,150,28.74,191.41,4950,1250.96,3699.04,5/22/2025,22.74,Ku1
TRP011626,Morning,Dry Season,Kenyatta University,Odeon,KBS,Nganya,Overload,14,Petrol,Cash,14,194.34,28.2,205.13,2720.76,827.21,1893.55,2/26/2023,14.3,Ku1
TRP015864,Afternoon,Dry Season,Huruma-Mathare,Muthurwa,Manchester,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,28.13,198.6,4950,1229.06,3720.94,1/28/2025,22,28
TRP005464,Afternoon,Short Rains,Kitengela,OTC,Latema,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,20.66,179.57,4950,972,3978,12/26/2023,26.2,110
TRP005738,Night,Dry Season,Eastleigh,Odeon,City Shuttle,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,21.3,177.4,4950,906.87,4043.13,6/17/2023,24,14B
TRP005805,Evening,Dry Season,Huruma-Mathare,Muthurwa,Kenya Mpya,Standard,Standard Unit,33,Petrol,Cash,33,103,30.98,190.91,3399,709.73,2689.27,8/23/2024,12,25
TRP014593,Morning,Dry Season,Nyayo Estate-Westlands,Railways,Kenya Mpya,Standard,Standard Unit,25,Diesel,Cash,25,50,19.9,192.5,1250,195.37,1054.63,1/27/2023,5.1,Exp1
TRP008119,Evening,Long Rains,Kikuyu,Railways,City Shuttle,Nganya,Opposite,14,Diesel,M-Pesa,14,72,27.7,172.67,1008,239.15,768.85,3/26/2024,5,112
TRP002728,Morning,Long Rains,Embakasi,OTC,Embassava,Standard,Standard Unit,25,Petrol,M-Pesa,25,150,26.4,217.1,3750,802.4,2947.6,3/31/2025,14,34E
TRP008601,Night,Short Rains,Outering Road,OTC,Oma Services,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,31.8,165.5,4950,552.6,4397.4,12/9/2024,10.5,69
TRP010806,Night,Short Rains,Jogoo Road,Muthurwa,Forward Travelers,Nganya,Kixx,25,Diesel,Cash,25,200,30.06,171.55,5000,1392.33,3607.67,12/4/2023,27,33J
TRP009865,Afternoon,Long Rains,Langata Road,Railways,Super Metro,Standard,Standard Unit,33,Diesel,Cash,33,150,20.78,185.54,4950,759.54,4190.46,3/17/2025,19.7,11A
TRP001014,Afternoon,Short Rains,Eastleigh,Odeon,Forward Travelers,Standard,Standard Unit,25,Diesel,M-Pesa,25,150,25.4,204.98,3750,1041.3,2708.7,11/5/2025,20,14B
TRP009108,Evening,Short Rains,Outering Road,OTC,Forward Travelers,Standard,Standard Unit,14,Diesel,Cash,14,150,22.7,167.9,2100,426.87,1673.13,10/24/2024,11.2,73
TRP004700,Morning,Long Rains,Pangani,Railways,2Nk,Standard,Standard Unit,14,Diesel,M-Pesa,14,150,21.5,188.5,2100,1061.82,1038.18,3/7/2023,26.2,8
TRP014180,Morning,Long Rains,Pipeline,OTC,Citi Hoppa,Standard,Standard Unit,25,Diesel,M-Pesa,25,113,30.69,163.4,2825,401.18,2423.82,3/31/2024,8,33A
TRP006077,Night,Dry Season,Eastleigh,Odeon,Zuri,Nganya,B613,25,Diesel,M-Pesa,25,86.87,25.47,182.6,2171.75,400.44,1771.31,2/18/2023,8.61,14B
TRP006310,Night,Dry Season,Westlands,Railways,Oma Services,Electric,Basigo E-Bus,25,Electric,Cash,25,102,45.6,25.3,2550,149.98,2400.02,7/26/2025,13,23A
TRP008774,Afternoon,Short Rains,Pangani,Railways,Embassava,Standard,Standard Unit,25,Diesel,M-Pesa,25,68,30.2,173.98,1700,415.08,1284.92,10/16/2024,7.9,8
TRP001322,Evening,Short Rains,Huruma-Mathare,Muthurwa,Kenya Mpya,Standard,Standard Unit,25,Diesel,M-Pesa,25,150,30.6,189.6,3750,1392.42,2357.58,12/30/2025,24,25
TRP011675,Morning,Dry Season,Langata Road,Kencom,Latema,Standard,Standard Unit,25,Diesel,M-Pesa,25,74,28.54,156.97,1850,407.67,1442.33,6/27/2024,9.1,34
TRP011519,Evening,Short Rains,Kikuyu,OTC,2Nk,Standard,Standard Unit,14,Diesel,M-Pesa,14,50,27.3,193.8,700,275.12,424.88,11/10/2025,5.2,102
TRP011761,Afternoon,Long Rains,Kikuyu,Railways,Citi Hoppa,Standard,Standard Unit,25,Diesel,M-Pesa,25,150,23.9,176.77,3750,946.36,2803.64,9/3/2024,22.4,112
TRP015200,Morning,Short Rains,Mwiki-Upper Hill,Odeon,Nicco Movers,Nganya,John Wick,25,Diesel,Cash,25,200,19.6,204.15,5000,1000.34,3999.66,11/27/2025,25,Mwi1
TRP013357,Evening,Short Rains,Westlands,Kencom,Citi Hoppa,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,30.2,186.36,4950,900.49,4049.51,12/27/2023,16,30
TRP004965,Morning,Dry Season,Langata Road,Railways,Super Metro,Standard,Standard Unit,33,Diesel,M-Pesa,33,55,26,186.05,1815,391.82,1423.18,1/21/2023,8.1,11A
TRP013894,Afternoon,Dry Season,Kawangware,Kencom,2Nk,Standard,Standard Unit,25,Petrol,Cash,25,118.35,31.7,173.3,2958.75,-208.76,3167.51,2/9/2024,3.8,46
TRP006398,Evening,Dry Season,Kikuyu,Railways,City Shuttle,Nganya,Mood,33,Diesel,Cash,33,70,22.35,165.5,2310,8274.87,-5964.87,7/6/2024,39.87,112
TRP014004,Night,Long Rains,Mwiki-Upper Hill,Odeon,Nicco Movers,Standard,Standard Unit,33,Diesel,Cash,33,150,26.82,202.77,4950,946.26,4003.74,4/8/2025,17.4,Mwi1
TRP012879,Afternoon,Long Rains,Outering Road,OTC,City Shuttle,Standard,Standard Unit,33,Diesel,Cash,33,50,22,196.13,1650,250.26,1399.74,5/4/2025,5.8,69
TRP000177,Evening,Long Rains,Kikuyu,Railways,2Nk,Standard,Standard Unit,14,Diesel,Cash,14,65,24.3,202.18,910,245.65,664.35,5/25/2025,5,102
TRP010975,Night,Dry Season,Kikuyu,Railways,Citi Hoppa,Nganya,Manchesa,25,Diesel,Cash,25,200,25.4,175.94,5000,969.75,4030.25,9/19/2023,21.7,102
TRP012333,Afternoon,Long Rains,Kikuyu,Railways,Forward Travelers,Standard,Standard Unit,14,Petrol,M-Pesa,14,150,20.8,188.98,2100,943.39,1156.61,6/5/2024,24,105
TRP006019,Afternoon,Dry Season,Kiambu,Odeon,East Shuttle,Nganya,Godfather,25,Diesel,Cash,25,158.13,20.1,204.81,3953.25,802.75,3150.5,9/18/2025,19.5,100
TRP000333,Afternoon,Dry Season,Eastleigh,Odeon,Ongata Line,Nganya,John Wick,25,Diesel,M-Pesa,25,110.92,29.8,185.84,2773,790.83,1982.17,8/21/2023,14.28,14B
TRP003039,Afternoon,Short Rains,Westlands,Railways,Super Metro,Standard,Standard Unit,25,Diesel,M-Pesa,25,150,25.91,190.8,3750,1321.93,2428.07,12/20/2025,26.74,23A
TRP016875,Night,Short Rains,Kikuyu,Railways,Latema,Standard,Standard Unit,25,Petrol,M-Pesa,25,107,26.47,209.76,2675,688.49,1986.51,10/21/2023,12.4,112
TRP011987,Afternoon,Short Rains,Langata Road,Railways,Manchester,Standard,Standard Unit,14,Diesel,M-Pesa,14,105.88,22.3,194.95,1482.32,541.68,940.64,10/9/2025,12.46,11A
TRP005320,Afternoon,Short Rains,Pipeline,OTC,Forward Travelers,Nganya,Scorpion,33,Diesel,M-Pesa,33,200,29.4,183.97,6600,919.48,5680.52,11/10/2025,17,33
TRP013015,Morning,Dry Season,Pipeline,OTC,Latema,Nganya,Opposite,33,Diesel,M-Pesa,33,200,31.6,156.87,6600,988.94,5611.06,9/20/2024,19.95,33A
TRP009989,Afternoon,Short Rains,Nyayo Estate-Westlands,Railways,Citi Hoppa,Electric,Basigo E-Bus,25,Electric,Cash,25,150,44.15,24.76,3750,291.87,3458.13,12/10/2023,26.7,Exp1
TRP011565,Morning,Long Rains,Jogoo Road,Muthurwa,Forward Travelers,Nganya,B613,25,Diesel,Cash,25,200,20.4,186.43,5000,623.72,4376.28,3/11/2025,16.4,33J
TRP010799,Morning,Dry Season,Kikuyu,Railways,Embassava,Standard,Standard Unit,25,Diesel,Cash,25,150,24.2,172.82,3750,585.51,3164.49,5/6/2024,14,105
TRP006286,Morning,Short Rains,Ngong Road,Railways,Kenya Mpya,Nganya,Matrix Damager,14,Diesel,Cash,14,200,27.1,162.51,2800,836.76,1963.24,11/2/2024,19,111
TRP014359,Morning,Dry Season,Westlands,Railways,Super Metro,Standard,Standard Unit,14,Diesel,M-Pesa,14,150,21.8,171.8,2100,782.76,1317.24,1/4/2024,20.9,23A
TRP013070,Evening,Dry Season,Nyayo Estate-Westlands,Railways,KBS,Standard,Standard Unit,14,Diesel,M-Pesa,14,150,28.1,183.44,2100,783.51,1316.49,2/25/2023,15.2,Exp1
TRP009742,Evening,Long Rains,Mwiki-Upper Hill,Odeon,Latema,Nganya,Matrix,25,Diesel,Cash,25,80,26.7,181.9,2000,223.41,1776.59,5/15/2025,4.6,Mwi1
TRP015390,Morning,Dry Season,Embakasi,Railways,Embassava,Nganya,Transformer,25,Diesel,M-Pesa,25,200,27.7,193.02,5000,1368.74,3631.26,8/11/2025,25.6,34E
TRP003369,Evening,Dry Season,Kikuyu,Railways,Kenya Mpya,Nganya,Dragon,33,Diesel,M-Pesa,33,200,28.2,169.38,6600,907.54,5692.46,9/15/2024,19,102
TRP009155,Afternoon,Long Rains,Huruma-Mathare,Muthurwa,City Shuttle,Standard,Standard Unit,25,Diesel,M-Pesa,25,75,22.9,177.54,1875,304.92,1570.08,3/4/2023,7.5,28
TRP013377,Afternoon,Short Rains,Outering Road,OTC,Oma Services,Standard,Standard Unit,14,Diesel,Cash,14,150,28.8,162.1,2100,1134.44,965.56,11/24/2024,24.3,69
TRP005646,Afternoon,Long Rains,Rongai,Railways,Super Metro,Nganya,Opposite,14,Diesel,Cash,14,200,20.6,177.75,2800,986.45,1813.55,4/25/2023,26.94,125
TRP002388,Night,Dry Season,Lavington-Kawangware,Kencom,Oma Services,Electric,Basigo E-Bus,49,Electric,M-Pesa,49,150,37.5,26.76,7350,173.61,7176.39,9/14/2024,17.3,56
TRP011563,Evening,Dry Season,Outering Road,OTC,City Shuttle,Standard,Standard Unit,25,Petrol,M-Pesa,25,131.43,27.2,178.85,3285.75,520.53,2765.22,8/24/2024,10.7,69
TRP009493,Morning,Dry Season,Dandora,OTC,Forward Travelers,Nganya,Baba Yaga,14,Petrol,Cash,14,162,29.7,206.4,2268,729.48,1538.52,8/8/2023,11.9,36
TRP005185,Afternoon,Dry Season,Pipeline,OTC,Forward Travelers,Standard,Standard Unit,25,Diesel,M-Pesa,25,150,23.6,190.13,3750,1126.25,2623.75,6/20/2025,25.1,33
TRP015233,Afternoon,Dry Season,Kikuyu,Railways,Citi Hoppa,Standard,Standard Unit,33,Diesel,Cash,33,150,22.2,186.39,4950,786.19,4163.81,6/30/2025,19,102
TRP016048,Afternoon,Dry Season,Nyayo Estate-Westlands,Railways,2Nk,Standard,Standard Unit,14,Diesel,Cash,14,131,20.8,204.99,1834,938.03,895.97,1/25/2025,22,Exp1
TRP013838,Night,Long Rains,Huruma-Mathare,Muthurwa,Ongata Line,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,24.3,202.94,4950,1232.86,3717.14,5/15/2025,25,28
TRP000076,Morning,Short Rains,Pangani,Railways,Oma Services,Nganya,Moneyfest,14,Diesel,M-Pesa,14,200,20.1,192.99,2800,943.4,1856.6,9/12/2025,24.32,8
TRP008425,Afternoon,Long Rains,Lavington-Kawangware,Ambassador,Manchester,Standard,Standard Unit,14,Diesel,Cash,14,150,27.4,193.1,2100,1082.53,1017.47,3/17/2023,20.46,48A
TRP005524,Afternoon,Dry Season,Dandora,OTC,City Shuttle,Standard,Standard Unit,25,Diesel,Cash,25,50,23.1,183.62,1250,303.28,946.72,8/17/2025,7.15,36
TRP006650,Afternoon,Short Rains,Kibra,Railways,City Shuttle,Standard,Standard Unit,25,Diesel,Cash,25,50,19.8,172.7,1250,201.75,1048.25,11/4/2023,5.9,8B
TRP000256,Night,Dry Season,Lavington-Kawangware,Ambassador,Ongata Line,Nganya,Godfather,33,Diesel,M-Pesa,33,200,25.1,173.09,6600,1112.21,5487.79,9/26/2024,25.6,48A
TRP008746,Afternoon,Long Rains,Nyayo Estate-Westlands,Railways,Nicco Movers,Nganya,Mood,33,Diesel,M-Pesa,33,194.39,26.4,195.64,6414.87,1069.13,5345.74,4/27/2025,20.7,Exp1
TRP014514,Morning,Dry Season,Pangani,Railways,Zuri,Standard,Standard Unit,14,Diesel,Cash,14,104,22.6,187.02,1456,319.96,1136.04,9/6/2023,7.57,8
TRP002881,Afternoon,Dry Season,Pipeline,OTC,Embassava,Nganya,Manchesa,25,Diesel,M-Pesa,25,83,21.1,160.51,2075,270.94,1804.06,8/17/2024,8,33
TRP015708,Evening,Dry Season,Kikuyu,Railways,Latema,Standard,Standard Unit,33,Diesel,Cash,33,103,21,194,3399,390.29,3008.71,2/26/2023,9.58,112
TRP011778,Morning,Short Rains,Jogoo Road,Kencom,Embassava,Standard,Standard Unit,33,Petrol,M-Pesa,33,150,23.8,215.5,4950,1384.8,3565.2,11/29/2025,27,33J
TRP016897,Night,Long Rains,Jogoo Road,Muthurwa,Forward Travelers,Standard,Standard Unit,14,Diesel,M-Pesa,14,52.43,19.26,162.5,734.02,128.95,605.07,4/24/2024,4.12,33J
TRP007222,Morning,Dry Season,Jogoo Road,Muthurwa,Zuri,Standard,Standard Unit,14,Diesel,Cash,14,150,23.4,168.02,2100,670.74,1429.26,9/18/2024,17.06,33J
TRP000154,Afternoon,Dry Season,Kawangware,Kencom,Oma Services,Electric,Basigo E-Bus,33,Electric,M-Pesa,33,149,50.71,24.57,4917,199.23,4717.77,1/20/2023,15.99,46
TRP015994,Evening,Long Rains,Rongai,Railways,East Shuttle,Standard,Standard Unit,25,Petrol,Cash,25,150,28.4,203.25,3750,1154.46,2595.54,5/28/2025,20,125
TRP015446,Morning,Dry Season,Pipeline,OTC,2Nk,Standard,Standard Unit,25,Diesel,M-Pesa,25,129,28.74,196.1,3225,639.11,2585.89,8/31/2025,11.34,33
TRP006708,Night,Dry Season,Kitengela,OTC,Citi Hoppa,Nganya,Prestige,33,Diesel,M-Pesa,33,156,18.94,173.41,5148,469.67,4678.33,8/9/2024,14.3,110
TRP000854,Morning,Long Rains,Kenyatta University,Odeon,Ongata Line,Standard,Standard Unit,14,Diesel,Cash,14,150,28.1,170.45,2100,814.24,1285.76,5/3/2024,17,Ku1
TRP011555,Afternoon,Dry Season,Mwiki-Upper Hill,Odeon,Nicco Movers,Standard,Standard Unit,33,Diesel,Cash,33,50,22.3,177.42,1650,237.39,1412.61,7/10/2023,6,Mwi1
TRP016795,Night,Dry Season,Pipeline,OTC,Forward Travelers,Standard,Standard Unit,14,Diesel,M-Pesa,14,50,24.7,185.09,700,242.3,457.7,1/7/2023,5.3,33A
TRP015779,Morning,Short Rains,Kibra,Railways,Zuri,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,29.4,189.45,4950,1392.46,3557.54,3/10/2025,25,8B
TRP007737,Morning,Short Rains,Jogoo Road,Muthurwa,Embassava,Nganya,Godfather,33,Diesel,M-Pesa,33,200,29.21,180.1,6600,1315.18,5284.82,11/26/2023,25,33J
TRP014786,Morning,Long Rains,Kikuyu,Railways,Forward Travelers,Nganya,Scorpion,33,Diesel,M-Pesa,33,200,27.8,189.17,6600,936.09,5663.91,5/7/2023,17.8,102
TRP011672,Morning,Dry Season,Kikuyu,Railways,City Shuttle,Nganya,Nyoka,14,Diesel,M-Pesa,14,200,23.07,175.7,2800,1094.42,1705.58,8/11/2024,27,105
TRP009586,Afternoon,Short Rains,Langata Road,Kencom,Kenya Mpya,Standard,Standard Unit,25,Diesel,M-Pesa,25,96.43,23.5,195.44,2410.75,528.18,1882.57,12/5/2025,11.5,34
TRP013655,Afternoon,Dry Season,Kitengela,OTC,2Nk,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,23,159,4950,804.54,4145.46,7/7/2024,22,110
TRP007536,Afternoon,Dry Season,Kitengela,OTC,Super Metro,Nganya,Lightning,14,Diesel,M-Pesa,14,50,19.5,172.15,700,176.91,523.09,1/15/2024,5.27,110
TRP014282,Afternoon,Dry Season,Eastleigh,Odeon,Manchester,Standard,Standard Unit,25,Diesel,M-Pesa,25,84,26.8,185.97,2100,-223.78,2323.78,6/8/2025,4.49,14A
TRP002561,Afternoon,Dry Season,Lavington-Kawangware,Ambassador,Super Metro,Standard,Standard Unit,25,Petrol,M-Pesa,25,150,24.98,188.9,3750,1302.37,2447.63,1/27/2023,27.6,48A
TRP011779,Evening,Dry Season,Kibra,Railways,Manchester,Standard,Standard Unit,14,Diesel,Cash,14,150,30.69,180.6,2100,764.88,1335.12,5/9/2025,13.8,8B
TRP016264,Evening,Long Rains,Kiambu,Odeon,East Shuttle,Standard,Standard Unit,25,Diesel,M-Pesa,25,150,26.88,172.8,3750,924.33,2825.67,6/5/2023,19.9,100
TRP001772,Evening,Short Rains,Lavington-Kawangware,Kencom,KBS,Standard,Standard Unit,25,Diesel,Cash,25,150,21.6,187.4,3750,769.09,2980.91,10/25/2023,19,56
TRP000386,Afternoon,Short Rains,Embakasi,OTC,Embassava,Nganya,Rogue,25,Diesel,M-Pesa,25,200,28,180.74,5000,764.67,4235.33,11/29/2025,15.11,34E
TRP005007,Morning,Long Rains,Nyayo Estate-Westlands,Railways,Oma Services,Electric,Basigo E-Bus,49,Electric,Cash,49,150,48.9,26.43,7350,-38.77,7388.77,5/1/2024,3,Exp1
TRP002717,Evening,Dry Season,Kibra,Railways,2Nk,Nganya,Opposite,25,Diesel,Cash,25,200,27.1,165.6,5000,893.06,4106.94,9/4/2024,19.9,8B
TRP001011,Afternoon,Dry Season,Kibra,Railways,Latema,Standard,Standard Unit,33,Diesel,Cash,33,150,30,181.92,4950,1314.74,3635.26,8/28/2023,24.09,8B
TRP013662,Night,Long Rains,Outering Road,OTC,Oma Services,Nganya,John Wick,25,Diesel,M-Pesa,25,200,30.5,200.3,5000,1099.65,3900.35,5/15/2025,18,73
TRP004008,Morning,Dry Season,Westlands,Kencom,East Shuttle,Electric,Basigo E-Bus,33,Electric,M-Pesa,33,62.3,47.9,24,2055.9,68.98,1986.92,2/26/2024,6,30
TRP001405,Night,Long Rains,Kiambu,Odeon,City Shuttle,Standard,Standard Unit,14,Petrol,M-Pesa,14,150,27.52,174.61,2100,1249.37,850.63,4/17/2024,26,100
TRP016204,Night,Long Rains,Jogoo Road,Muthurwa,Forward Travelers,Standard,Standard Unit,14,Diesel,Cash,14,131,18.4,162.93,1834,419.71,1414.29,5/25/2024,14,33J
TRP001468,Afternoon,Dry Season,Rongai,Railways,Super Metro,Standard,Standard Unit,25,Diesel,M-Pesa,25,106,24.8,204.88,2650,665.61,1984.39,9/3/2025,13.1,125
TRP000779,Evening,Dry Season,Eastleigh,Kencom,Zuri,Standard,Standard Unit,25,Diesel,Cash,25,150,21.31,186.03,3750,975.22,2774.78,7/31/2025,24.6,14A
TRP009680,Evening,Long Rains,Kikuyu,Railways,Forward Travelers,Nganya,Rongai King,25,Diesel,Cash,25,200,28.79,188.31,5000,1355.36,3644.64,3/18/2023,25,102
TRP014920,Evening,Dry Season,Pipeline,OTC,Forward Travelers,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,27.6,191.42,4950,1315.51,3634.49,1/13/2025,24.9,33A
TRP016697,Morning,Long Rains,Kitengela,Railways,Nicco Movers,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,31.5,193.35,4950,1644.44,3305.56,5/9/2023,27,110
TRP001153,Evening,Dry Season,Dandora,OTC,Forward Travelers,Nganya,B613,33,Diesel,M-Pesa,33,200,30.92,187.07,6600,1353.5,5246.5,2/12/2025,23.4,36
TRP005072,Night,Dry Season,Outering Road,OTC,City Shuttle,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,20.1,195.53,4950,953.85,3996.15,12/7/2025,24.27,73
TRP010674,Evening,Long Rains,Pipeline,OTC,Forward Travelers,Nganya,B613,33,Petrol,Cash,33,107.22,26.3,212.4,3538.26,391.03,3147.23,3/7/2025,7,33
TRP015032,Afternoon,Short Rains,Huruma-Mathare,Muthurwa,City Shuttle,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,19.6,158.2,4950,402.47,4547.53,7/10/2024,12.98,25
TRP015911,Night,Long Rains,Pangani,Railways,Ongata Line,Nganya,Catalyst,25,Diesel,Cash,25,200,26,167.45,5000,570.33,4429.67,1/3/2024,13.1,8
TRP010414,Night,Short Rains,Pipeline,OTC,Embassava,Standard,Standard Unit,25,Diesel,M-Pesa,25,150,27.42,181.78,3750,1196.26,2553.74,7/12/2023,24,33A
TRP012289,Morning,Dry Season,Kikuyu,Railways,Ongata Line,Standard,Standard Unit,33,Diesel,M-Pesa,33,50,25.4,169.43,1650,201.84,1448.16,6/26/2024,4.69,102
TRP013853,Night,Long Rains,Langata Road,Railways,Zuri,Nganya,Nyoka,25,Diesel,M-Pesa,25,66,20.3,186.02,1650,166.15,1483.85,4/7/2025,4.4,11A
TRP009671,Night,Short Rains,Westlands,Railways,Citi Hoppa,Electric,Basigo E-Bus,49,Electric,M-Pesa,49,150,40.67,25.58,7350,280.89,7069.11,12/9/2024,27,23A
TRP002010,Morning,Short Rains,Eastleigh,Odeon,Zuri,Standard,Standard Unit,25,Diesel,M-Pesa,25,150,26.43,157.31,3750,939.64,2810.36,10/3/2024,22.6,14A
TRP008908,Afternoon,Dry Season,Pangani,Railways,City Shuttle,Standard,Standard Unit,14,Diesel,Cash,14,150,31.7,193.3,2100,1476.75,623.25,8/17/2023,24.1,8
TRP001638,Afternoon,Long Rains,Jogoo Road,Muthurwa,Forward Travelers,Nganya,Godfather,33,Diesel,M-Pesa,33,186,20.9,189.22,6138,632.75,5505.25,4/2/2023,16,33J
TRP010047,Night,Long Rains,Langata Road,Railways,2Nk,Standard,Standard Unit,14,Diesel,M-Pesa,14,150,20.8,171.1,2100,533.83,1566.17,5/30/2023,15,11A
