trip_id,date_raw,time_of_day,season,route_number,corridor,cbd_stage,sacco,vehicle_type,vehicle_name,capacity,passenger_count,fare_kes,distance_km,fuel_type,fuel_consumption,payment_method,revenue_kes,fuel_price_per_unit
TRP015172,14/05/2023,NIGHT,Long Rains,48A,Lavington-Kawangware,Ambassador,Citi Hoppa,Standard,Standard Unit,33 seater,33,KSH 150/=,11.34 km,diesel,19.3 litres/100km,mpesa,4950,KES186.23
TRP006108,45121,EVENING,dry season,100,Kiambu,Odeon,City Shuttle,Standard,Standard Unit,33,33,150,27.91 km,Diesel,23.9 litres/100km,Cash,Ksh 4950,KES193.62
TRP002497,46020,EVENING,SHORT RAINS,EXP1,Nyayo Estate-Westlands,Railways,OMA Services,electric,BasiGo E-Bus,33 pax,33,150,16.16 km,Electric,40.2kwh,M-PESA,4950,24.12
TRP006122,45324,AFTERNOON,Dry Season,11A,Langata Road,Railways,Nicco Movers,standard,Standard Unit,25-seater,25,150,26.8,Diesel,23.7 L/100km,M-Pesa,3750,165.33
TRP003202,45961,Mornig,short rains,33J,Jogoo Road,Muthurwa,2Nk,Nganya,Opposite,14 seater,14,200,20.6,Diesel,25.66,Mpesa,Ksh 2800,192.69
TRP011613,45723,MORNING,dry season,110,Kitengela,OTC,Ongata Line,STANDARD,Standard Unit,14 seater,14,KES90,10.34 km,Diesel,24.88,cash,Ksh 1258,Ksh 190.51
TRP004309,45172,Morning,Dry Season,102,Kikuyu,Railways,CITI HOPPA,Standard,Standard Unit,33,33,139,14.07 km,Diesel,26.4l/100km,cash,4596.12,Ksh 174.57
TRP010276,45633,Morning,Short Rains,105,Kikuyu,Railways,NICCO MOVERS,Nganya,Transformer,33 seater,33,KSH 200/=,19km,diesel,28.4l/100km,Cash,Ksh 6600,172.8/=
TRP006240,44972,afternoon,Dry Season,34F,Fedha,Railways,embassava,standard,Standard Unit,33-seater,33,137,16.1,Diesel,21.2 L/100km,mpesa,4519.98,181.47
TRP013446,27/03/2024,AM,Long Rains,KU1,Kenyatta University,Odeon,NICCO MOVERS,Standard,Standard Unit,25-seater,25,KES73,4.9,Petrol,24.38,Mpesa,1817,193.9/=
TRP010789,45199,morning,DRY SEASON,30,Westlands,Kencom,Citi Hoppa,Nganya,Night Nurse,33 seater,33,KES200,19km,Diesel,30.44,cash,KSH 6600/=,KES176.10
TRP014885,45274,Mornig,short rains,KU1,Kenyatta University,Afya Centre,KENYA MPYA,Standard,Standard Unit,25,25,107/-,409.43 km,Diesel,18.08,CASH,2677/-,Ksh 172.58
TRP014174,45577,Nyt,SHORT RAINS,100,Kiambu,Odeon,EMBASSAVA,Standard,Standard Unit,14,14,KES150,19km,Diesel,25.8 litres/100km,MPESA ,2100/-,KES170.81
TRP001303,45677,NIGHT,Dry Season,100,Kiambu,Odeon,forward travelers,Nganya,Prestige,25 seater,25,200,24.06 km,Petrol,24.8 litres/100km,cash,5000,KES219.01
TRP001931,1743576300,Mornig,Long Rains,34E,Embakasi,OTC,Embassava,standard,Standard Unit,25,25,92,7,DIESEL,24.8l/100km,Mpesa,2291,202.19
TRP012528,45771,Mornig,Long Rains,8,Pangani,Railways,KBS,STANDARD,Standard Unit,14 seater,14,150,12km,DIESEL,31.64,CASH,2100,KES187.99
TRP014263,45225,Nyt,Short Rains,73,Outering Road,OTC,Forward Travelers,standard,Standard Unit,33,33,150,14.91 km,Diesel,20.59,CASH,4950,KES182.07
TRP007817,45654,AFTERNOON,Short Rains,110,Kitengela,OTC,Latema,Standard,Standard Unit,33-seater,33,150,20.8,Diesel,18.9 litres/100km,CASH,4950/-,KES166.47
TRP013686,45953,Morning,Short Rains,46,Kawangware,Kencom,Kbs,Standard,Standard Unit,25,25,150,24.7,Petrol,27.1 litres/100km,Cash,3750,KES200.51
TRP010114,16/02/2023,evening,Dry Season,48A,Lavington-Kawangware,Ambassador,Embassava,Standard,Standard Unit,14 seater,14,KSH 122/=,10.3,Diesel,22.6 L/100km,MPESA ,1702.44,178.0/=
TRP005089,45820,AM,dry season,112,Kikuyu,Railways,Nicco Movers,nganya,Kanambo,14 seater,14,KSH 200/=,26km,Diesel,25.2 L/100km,Cash,2800,183.93
TRP013080,45942,Aftenoon,short rains,KU1,Kenyatta University,Odeon,Super Metro,standard,Standard Unit,33 seater,33,55.28,5,Diesel,25.99,M-PESA,1824,Ksh 182.03
TRP015971,45148,night,Short Rains,102,Kikuyu,Railways,Nicco Movers,STANDARD,Standard Unit,14 seater,14,Ksh 143,13.16 km,Diesel,29.04,Mpesa,KSH 1996/=,KES176.18
TRP006438,44979,Night,Dry Season,23A,Westlands,Railways,Citi Hoppa,NGANYA,Moxie,25 seater,25,150,18,Diesel,26.8l/100km,cash,Ksh 3752,Ksh 184.18
TRP005066,45547,Aftenoon,SHORT RAINS,105,Kikuyu,Railways,2NK,STANDARD,Standard Unit,33 seater,33,150,28,PETROL,26.3 litres/100km,Cash,Ksh 4950,Ksh 186.95
TRP003356,46006,EVENING,Short Rains,100,Kiambu,Odeon,Super Metro,Nganya,Kixx,14,14,125/-,10,Diesel,26.4 L/100km,M-PESA,1753,KES195.16
TRP003295,46011,Morning,short rains,33A,Pipeline,OTC,Forward Travelers,Standard,Standard Unit,25,25,150,-11,Diesel,22.17,M-PESA,3750,Ksh 184.84
TRP013777,45195,Evening,Dry Season,34E,Embakasi,OTC,Embassava,Standard,Standard Unit,14 pax,14,Ksh 126,12.57 km,DIESEL,31.2 L/100km,Mpesa,1762,186.36
TRP000393,45694,evening,Dry Season,112,Kikuyu,Railways,SUPER METRO,Standard,Standard Unit,14,14,150,25,Diesel,28.3 litres/100km,Mpesa,2100,181.8/=
TRP009468,45368,Mornig,Long Rains,110,Kitengela,OTC,Forward Travelers,Nganya,Money Fest,14-seater,14,200,17km,Diesel,18.9 L/100km,Cash,KSH 2800/=,Ksh 176.75
TRP012688,45840,Morning,DRY SEASON,EXP1,Nyayo Estate-Westlands,Railways,East Shuttle,ELECTRIC,BasiGo E-Bus,25 pax,25,150,24.9,Electric,36.82,M-Pesa,3750,KES26.97
TRP004695,45858,evening,Dry Season,36,Dandora,OTC,city shuttle,Standard,Standard Unit,33-seater,33,Ksh 150,15.45 km,DIESEL,23.03,Cash,4950,198.59
TRP001536,20/04/2023,PM,Long Rains,14A,Eastleigh,Odeon,MANCHESTER,NGANYA,B613,25 seater,25,KES200,27,Diesel,20.8,M-Pesa,5000,KES180.53
TRP002664,46011,AM,Short Rains,EXP1,Nyayo Estate-Westlands,Railways,Embassava,STANDARD,Standard Unit,14-seater,14,150,15.59 km,Diesel,31.2 L/100km,mpesa,2100,Ksh 204.44
TRP013069,45129,Afternoon,Dry Season,MWI1,Mwiki-Upper Hill,Odeon,Citi Hoppa,ELECTRIC,BasiGo E-Bus,33,33,130/-,19.9,electric,38.1kwh,Cash,4286/-,KES24.95
TRP007415,29.01.2023,EVENING,DRY SEASON,8,Pangani,Railways,CITY SHUTTLE,Standard,Standard Unit,33-seater,33,125,11.6,diesel,27.1l/100km,MPESA ,4112.37,171.37
TRP003095,45650,AM,Short Rains,25,Huruma-Mathare,Muthurwa,Forward Travelers,standard,Standard Unit,33,33,150,25.7,DIESEL,27.2 L/100km,mpesa,4950,174.39
TRP006445,45397,night,Long Rains,112,Kikuyu,Railways,city shuttle,Standard,Standard Unit,33,33,150,26km,Diesel,32.0l/100km,cash,Ksh 4950,KES170.09
TRP002247,17/10/2025,Mornig,Short Rains,23A,Westlands,Railways,Citi Hoppa,Electric,BasiGo E-Bus,25,25,150,20.4,Electric,36.3,M-Pesa,3750,24.75
TRP005425,45444,MORNING,Dry Season,30,Westlands,Kencom,Super Metro,NGANYA,Rongai King,14-seater,14,KES200,23.4,Diesel,19.6l/100km,MPESA ,2800/-,Ksh 175.10
TRP007413,45275,morning,Short Rains,56,Lavington-Kawangware,Kencom,KBS,Standard,Standard Unit,25 seater,25,150,16.1,DIESEL,30.04,Mpesa,3750,KES189.15
TRP013404,45834,evening,Dry Season,MWI1,Mwiki-Upper Hill,Odeon,East Shuttle,electric,BasiGo E-Bus,25,25,KSH 150/=,13.43 km,Electric,50.0kwh,M-PESA,KSH 3750/=,Ksh 26.78
TRP013932,1703344260,Afternoon,Short Rains,33,Pipeline,OTC,Embassava,Standard,Standard Unit,14,14,Ksh 84,10,Diesel,20.95,M-PESA,1172,173.2/=
TRP012755,20.01.2025,Morning,Dry Season,111,Ngong Road,Railways,OMA Services,STANDARD,Standard Unit,33 pax,33,120.45,12,Diesel,19.1 L/100km,cash,KSH 3975/=,183.37
TRP010895,29.02.2024,Nyt,DRY SEASON,46,Kawangware,Kencom,Oma Services,Electric,BasiGo E-Bus,33,33,KES102,10km,Electric,40.9 kWh/100km,cash,Ksh 3352,26.7/=
TRP011143,45879,AM,Short Rains,KU1,Kenyatta University,Odeon,Nicco Movers,STANDARD,Standard Unit,33,33,KES118,9km,Diesel,31.9 litres/100km,M-PESA,3888,KES196.73
TRP010194,45666,AFTERNOON,Dry Season,33J,Jogoo Road,Muthurwa,Forward Travelers,standard,Standard Unit,25 seater,25,66,7.4,Petrol,19.0 L/100km,M-Pesa,KES1643,205.45
TRP001401,46008,Mornig,Short Rains,33J,Jogoo Road,Odeon,Forward Travelers,Standard,Standard Unit,14,14,KES150,13.3,PETROL,25.8l/100km,Mpesa,2100,Ksh 217.18
TRP008070,45774,Eve,long rains,8B,Kibra,Railways,Manchester,Standard,Standard Unit,33,33,133,13,Diesel,29.7 litres/100km,mpesa,KSH 4402/=,Ksh 198.89
TRP005977,44996,Aftenoon,LONG RAINS,25,Huruma-Mathare,Muthurwa,Zuri,Nganya,Nyoka,25 seater,25,150.43,10.7,Diesel,31.5 litres/100km,Cash,3760.73,KES176.85
TRP014125,45114,Aftenoon,Dry Season,14A,Eastleigh,Odeon,CITI HOPPA,standard,Standard Unit,33,33,56,7.2,Diesel,32.0 L/100km,CASH,1838,Ksh 189.93
TRP010643,45081,evening,Dry Season,46,Kawangware,OTC,Citi Hoppa,Standard,Standard Unit,33,33,150,12,diesel,19.34,M-PESA,4950,Ksh 183.42
TRP008417,45205,AFTERNOON,Short Rains,36,Dandora,OTC,forward travelers,nganya,Prestige,33 seater,33,122,12km,Diesel,20.9 litres/100km,cash,4014,185.42
TRP007986,45069,MORNING,LONG RAINS,33J,Jogoo Road,Muthurwa,Embassava,Standard,Standard Unit,14-seater,14,KES137,14km,DIESEL,30.1 L/100km,Cash,Ksh 1912,178.73
TRP015565,45117,night,Dry Season,11A,Langata Road,Railways,Embassava,standard,Standard Unit,33 seater,33,150,15.73 km,diesel,22.7 L/100km,MPESA ,4950/-,186.25
TRP013915,45573,Afternoon,Short Rains,34F,Fedha,OTC,Embassava,Nganya,Moneyfest,25,25,KES171,12.6,Diesel,26.9l/100km,cash,4277,KES168.60
TRP011057,45979,PM,Short Rains,56,Lavington-Kawangware,Kencom,OMA Services,Electric,BasiGo E-Bus,25,25,Ksh 92,11.6,ELECTRIC,45.7kwh,CASH,KSH 2288/=,25.77
TRP011256,28.12.2024,AFTERNOON,SHORT RAINS,14A,Eastleigh,Odeon,Nicco Movers,STANDARD,Standard Unit,14-seater,14,Ksh 61,5,Petrol,26.6l/100km,cash,KES856,180.4/=
TRP001503,45955,Aftenoon,Short Rains,34F,Fedha,OTC,Embassava,Nganya,Kanambo,33,33,Ksh 200,22.98 km,Diesel,26.2 litres/100km,CASH,Ksh 6600,189.37
TRP012152,45141,MORNING,Dry Season,69,Outering Road,OTC,Oma Services,Nganya,Sabaki,14,14,KSH 52/=,4km,Diesel,21.9l/100km,cash,728,KES192.71
TRP006957,26/01/2023,Late Night,DRY SEASON,34F,Fedha,OTC,embassava,Standard,Standard Unit,25-seater,25,KSH 50/=,4,Diesel,21.3l/100km,CASH,1250,186.1/=
TRP005399,29/12/2024,Evning,SHORT RAINS,46,Kawangware,Kencom,super metro,Standard,Standard Unit,25,25,KES143,9.84 km,PETROL,27.74,mpesa,3584,Ksh 185.66
TRP000213,45119,AFTERNOON,Short Rains,111,Ngong Road,Railways,Super Metro,Nganya,Night Nurse,25,25,152.18,16.85 km,Diesel,19.6l/100km,mpesa,3805,184.44
TRP001031,45770,morning,Long Rains,48A,Lavington-Kawangware,Ambassador,Embassava,Standard,Standard Unit,33 pax,33,150,20,Diesel,27.7l/100km,Cash,4950,Ksh 202.18
TRP013090,45493,Eve,DRY SEASON,14A,Eastleigh,Odeon,East Shuttle,Standard,Standard Unit,14,14,Ksh 110,13.49 km,Diesel,28.7 L/100km,M-Pesa,1534,Ksh 174.59
TRP003434,45957,Morning,SHORT RAINS,30,Westlands,Kencom,citi hoppa,Electric,BasiGo E-Bus,49 pax,49,68,6km,Electric,52.5kwh,Mpesa,3341,KES25.60
TRP009708,45417,Late Night,LONG RAINS,69,Outering Road,OTC,Kbs,Electric,BasiGo E-Bus,33,33,Ksh 150,23km,Electric,48.4kwh,MPESA ,4950/-,24.8/=
TRP007117,45954,Evening,Short Rains,KU1,Kenyatta University,Odeon,NICCO MOVERS,Nganya,B613,33-seater,33,199.99,11km,Diesel,20.9 litres/100km,M-Pesa,6599.78,Ksh 199.23
TRP003604,45107,afternoon,Dry Season,MWI1,Mwiki-Upper Hill,Odeon,nicco movers,STANDARD,Standard Unit,14 pax,14,138.93,20.7,DIESEL,21.9 litres/100km,CASH,1945.04,172.5/=
TRP010236,26.05.2023,afternoon,Long Rains,14A,Eastleigh,Odeon,2Nk,Standard,Standard Unit,14,14,150,22.1,Diesel,23.0l/100km,CASH,2100,172.0/=
TRP005654,45159,evening,Dry Season,33A,Pipeline,OTC,OMA Services,standard,Standard Unit,25,25,111/-,11,Diesel,28.9 litres/100km,CASH,2772,KES191.36
TRP004792,45297,EVENING,Dry Season,111,Ngong Road,Railways,Manchester,Nganya,X-Trail,14,14,84,7,DIESEL,22.1l/100km,cash,1180/-,KES170.83
TRP010846,45692,Evening,Dry Season,111,Ngong Road,Railways,Citi Hoppa,Standard,Standard Unit,14 seater,14,129.61,12,PETROL,20.54,Cash,1815,219.2
TRP003494,26/07/2025,Evening,Dry Season,MWI1,Mwiki-Upper Hill,Odeon,OMA SERVICES,Electric,BasiGo E-Bus,25,25,Ksh 50,5km,Electric,48.6kwh,M-Pesa,Ksh 1250,26.22
TRP014257,45991,Evning,Short Rains,112,Kikuyu,Railways,ongata line,Standard,Standard Unit,14 seater,14,150/-,27.1,diesel,24.5l/100km,Cash,Ksh 2100,182.02
TRP010751,44936,PM,Dry Season,73,Outering Road,OTC,Oma Services,Nganya,Catalyst,14 pax,14,Ksh 167,20.5,diesel,20.7l/100km,cash,2340,180.6/=
TRP013226,45905,afternoon,Dry Season,28,Huruma-Mathare,Muthurwa,Forward Travelers,Standard,Standard Unit,25 seater,25,150,25.8,Diesel,20.4 L/100km,Mpesa,3750,188.92
TRP001714,45841,Evning,dry season,14A,Eastleigh,Odeon,Citi Hoppa,Standard,Standard Unit,14,14,74,8.5,Diesel,20.8 litres/100km,CASH,1032/-,KES202.02
TRP006100,45629,Late Night,Short Rains,46,Kawangware,Kencom,Manchester,nganya,Baba Yaga,25 seater,25,190,15km,Diesel,26.58,cash,KSH 4742/=,167.9/=
TRP004361,45424,Evening,Long Rains,14B,Eastleigh,Odeon,East Shuttle,Standard,Standard Unit,14,14,150/-,25km,Diesel,30.8l/100km,M-Pesa,Ksh 2100,156.77
TRP008598,45844,Late Night,Dry Season,14A,Eastleigh,Odeon,LATEMA,Standard,Standard Unit,33 seater,33,150,26km,DIESEL,28.66,M-PESA,4950,KES188.70
TRP002660,45496,Mornig,DRY SEASON,73,Outering Road,OTC,oma services,Nganya,Matrix Damager,33 pax,33,200,26km,Diesel,20.54,M-Pesa,Ksh 6600,173.0/=
TRP004275,22/08/2023,Nyt,dry season,102,Kikuyu,Railways,Manchester,Nganya,John Wick,33-seater,33,102/-,8.36 km,Diesel,21.9l/100km,M-Pesa,3380/-,KES178.03
TRP014045,45701,afternoon,Dry Season,102,Kikuyu,Railways,2NK,Standard,Standard Unit,25,25,Ksh 146,24km,diesel,20.0 litres/100km,cash,3657.91,205.04
TRP013106,45845,Evning,Dry Season,33J,Jogoo Road,Muthurwa,Embassava,STANDARD,Standard Unit,33,33,150,17,Diesel,31.0 litres/100km,M-Pesa,4950,204.53
TRP007199,46016,Evning,Short Rains,36,Dandora,OTC,City Shuttle,Nganya,Night Nurse,25 seater,25,200,24.51 km,Diesel,22.1 L/100km,mpesa,KES5000,186.4/=
TRP015455,45781,MORNING,long rains,105,Kikuyu,Railways,Ongata Line,nganya,Baba Yaga,33 seater,33,KES200,18.4,Diesel,18.12,M-Pesa,KSH 6600/=,200.85
TRP014635,45032,night,Long Rains,EXP1,Nyayo Estate-Westlands,Railways,2NK,NGANYA,Moxie,33,33,71.56,6.55 km,Diesel,22.46,cash,Ksh 2361,188.81
TRP002992,29/12/2025,AM,Short Rains,111,Ngong Road,Railways,Nicco Movers,nganya,Kixx,33,33,50,4km,Diesel,31.3 L/100km,MPESA ,Ksh 1650,180.65
TRP016131,45192,Mornig,dry season,105,Kikuyu,Railways,City Shuttle,STANDARD,Standard Unit,33-seater,33,62,6,Diesel,23.3l/100km,cash,KSH 2048/=,177.6/=
TRP000147,45555,NIGHT,Dry Season,33A,Pipeline,OTC,forward travelers,Nganya,Scorpion,25,25,Ksh 200,23km,Diesel,24.3 litres/100km,CASH,5000/-,158.9/=
TRP006886,45995,NIGHT,Short Rains,14A,Eastleigh,Odeon,ongata line,NGANYA,X-Trail,33,33,KES153,8.90 km,Diesel,18.8 L/100km,M-Pesa,Ksh 5044,200.3/=
TRP011734,46021,afternoon,SHORT RAINS,34E,Embakasi,OTC,embassava,Standard,Standard Unit,33 seater,33,75,8.4,Diesel,31.0 litres/100km,MPESA ,Ksh 2465,KES183.82
TRP013031,20/01/2024,AFTERNOON,Dry Season,100,Kiambu,Odeon,KENYA MPYA,Nganya,Moneyfest,25 seater,25,125.26,14.7,diesel,26.1 L/100km,Cash,3131.38,Ksh 174.26
TRP002000,45329,Evning,Dry Season,8B,Kibra,Railways,City Shuttle,Standard,Standard Unit,33,33,KSH 150/=,19,Diesel,19.5 litres/100km,mpesa,4950,Ksh 162.99
TRP000650,45197,AM,Dry Season,14B,Eastleigh,Ambassador,City Shuttle,Standard,Standard Unit,33-seater,33,77,10,Diesel,23.3 litres/100km,cash,KSH 2545/=,174.5/=
TRP013936,25/09/2025,EVENING,DRY SEASON,73,Outering Road,OTC,OMA SERVICES,standard,Standard Unit,25,25,KES148,14.07 km,PETROL,31.6l/100km,mpesa,3696,220.58
TRP010135,45233,Evening,Short Rains,34,Langata Road,Kencom,NICCO MOVERS,Standard,Standard Unit,33,33,150,13km,Diesel,26.13,MPESA ,4950,KES171.98
TRP015104,45516,PM,Dry Season,105,Kikuyu,Railways,CITI HOPPA,Standard,Standard Unit,25,25,67,10.93 km,diesel,27.2,MPESA ,1678,175.3/=
TRP000627,46014,afternoon,Short Rains,73,Outering Road,OTC,Super Metro,Standard,Standard Unit,14,14,KSH 150/=,27,DIESEL,23.4 litres/100km,CASH,2100,184.23
TRP006062,45825,Morning,Dry Season,KU1,Kenyatta University,Odeon,nicco movers,Nganya,Matrix Damager,33 seater,33,200,27.6,Petrol,28.8 litres/100km,M-PESA,KES6600,KES196.02
TRP002591,45375,EVENING,Long Rains,30,Westlands,Kencom,Super Metro,STANDARD,Standard Unit,25 seater,25,142,10,Diesel,25.5l/100km,CASH,3562/-,Ksh 160.09
TRP007365,45637,AFTERNOON,short rains,111,Ngong Road,Railways,nicco movers,STANDARD,Standard Unit,33 seater,33,81.34,9.9,Petrol,31.3 litres/100km,M-Pesa,2684.35,186.9/=
TRP014753,18/12/2023,PM,SHORT RAINS,KU1,Kenyatta University,Odeon,Nicco Movers,nganya,Baba Yaga,14 seater,14,163,14.2,PETROL,23.5 L/100km,Cash,2283,212.4/=
TRP008982,45362,EVENING,Long Rains,69,Outering Road,OTC,KBS,ELECTRIC,BasiGo E-Bus,33 seater,33,150,14,electric,49.1kwh,MPESA ,4950,26.0/=
TRP004399,45437,Eve,LONG RAINS,14A,Eastleigh,Odeon,SUPER METRO,Standard,Standard Unit,14,14,150,16.3,diesel,18.8l/100km,M-PESA,2100,157.3/=
TRP006773,45041,Late Night,LONG RAINS,23A,Westlands,Railways,Citi Hoppa,Nganya,Baba Yaga,14-seater,14,Ksh 200,26km,Diesel,25.42,M-Pesa,Ksh 2800,KES193.56
TRP008563,45168,PM,DRY SEASON,34,Langata Road,Kencom,CITY SHUTTLE,Standard,Standard Unit,33,33,150,24.89 km,diesel,21.1 L/100km,Cash,4950,KES175.79
TRP005656,1739735340,Evening,DRY SEASON,23A,Westlands,Railways,oma services,ELECTRIC,BasiGo E-Bus,33,33,150,17.4,electric,44.54,M-PESA,4950,26.74
TRP009744,23/04/2023,Afternoon,Long Rains,33A,Pipeline,OTC,Embassava,Standard,Standard Unit,25,25,150,27,Diesel,25.9 litres/100km,CASH,KES3750,191.5/=
TRP014041,04.01.2023,EVENING,dry season,8,Pangani,Railways,Forward Travelers,Standard,Standard Unit,14 pax,14,124,12.7,Diesel,24.09,Mpesa,KES1734,KES186.75
TRP009463,45401,AM,long rains,112,Kikuyu,Railways,embassava,Nganya,Moxie,33,33,200,13.02 km,diesel,30.3 L/100km,M-Pesa,Ksh 6600,172.86
TRP016668,23.07.2025,Late Night,Dry Season,25,Huruma-Mathare,Muthurwa,Latema,Standard,Standard Unit,33,33,KSH 50/=,4km,Diesel,26.7 litres/100km,M-PESA,1650,KES199.53
TRP012577,45192,Afternoon,Dry Season,EXP1,Nyayo Estate-Westlands,Railways,CITI HOPPA,Electric,BasiGo E-Bus,33-seater,33,KES59,8.1,electric,49.8 kWh/100km,cash,1939,24.5/=
TRP011366,45202,NIGHT,SHORT RAINS,33J,Jogoo Road,Muthurwa,Forward Travelers,Standard,Standard Unit,33-seater,33,150,27.54 km,Diesel,24.9l/100km,Mpesa,4950,182.01
TRP006609,11.05.2023,Nyt,Long Rains,69,Outering Road,OTC,City Shuttle,standard,Standard Unit,33 seater,33,150,19.27 km,DIESEL,19.1l/100km,M-PESA,4950,172.6/=
TRP016343,44986,AM,Long Rains,112,Kikuyu,Railways,Manchester,nganya,Nyoka,33,33,Ksh 200,20,Diesel,21.8 litres/100km,Cash,6600,KES184.56
TRP010852,21.11.2023,AM,SHORT RAINS,8,Pangani,Railways,East Shuttle,nganya,Rongai King,33,33,Ksh 200,20km,DIESEL,23.0l/100km,M-PESA,6600,Ksh 188.36
TRP002210,45894,night,Dry Season,KU1,Kenyatta University,Odeon,NICCO MOVERS,Nganya,Rogue,14 seater,14,175,16,Diesel,26.3 litres/100km,cash,2448/-,Ksh 193.55
TRP003185,45430,Eve,long rains,23A,Westlands,Railways,Citi Hoppa,Standard,Standard Unit,14,14,150,25km,Diesel,21.1l/100km,CASH,2100,KES162.50
TRP007576,45326,Eve,DRY SEASON,48A,Lavington-Kawangware,Ambassador,ONGATA LINE,Nganya,Sabaki,14,14,200,17,Diesel,20.6 L/100km,cash,2800,KES169.25
TRP009095,45843,Aftenoon,dry season,111,Ngong Road,Railways,oma services,Standard,Standard Unit,33 seater,33,54,8km,Diesel,26.4 L/100km,Cash,KES1772,Ksh 190.53
TRP016964,45147,morning,Dry Season,102,Kikuyu,Railways,Nicco Movers,Nganya,Nyoka,25,25,Ksh 200,27.5,Diesel,29.87,M-Pesa,KES5000,175.2/=
TRP009313,45570,Mornig,Short Rains,14A,Eastleigh,Odeon,kbs,standard,Standard Unit,14 pax,14,150,19.9,Diesel,26.7 L/100km,mpesa,Ksh 2100,156.9
TRP010670,45035,EVENING,LONG RAINS,34,Langata Road,Kencom,KENYA MPYA,STANDARD,Standard Unit,14,14,Ksh 150,21.2,Diesel,30.5 litres/100km,MPESA ,2100,172.4/=
TRP012837,45765,Aftenoon,Long Rains,102,Kikuyu,Railways,FORWARD TRAVELERS,Nganya,Night Nurse,25,25,KES96,10,DIESEL,26.4 litres/100km,MPESA ,2391,197.6/=
TRP013347,45215,Night,SHORT RAINS,111,Ngong Road,Muthurwa,Manchester,Standard,Standard Unit,14 seater,14,150,18.8,petrol,26.6 L/100km,M-Pesa,2100,208.6/=
TRP009841,07.04.2024,Aftenoon,Long Rains,33,Pipeline,OTC,FORWARD TRAVELERS,NGANYA,Godfather,25 seater,25,200/-,20,petrol,21.5 litres/100km,mpesa,5000,193.01
TRP003415,24/09/2023,afternoon,Dry Season,110,Kitengela,OTC,SUPER METRO,Nganya,Sabaki,33 seater,33,KSH 197/=,21.5,PETROL,28.8 litres/100km,CASH,6492,192.03
TRP006469,45502,morning,Dry Season,105,Kikuyu,Railways,Zuri,standard,Standard Unit,14 seater,14,KES98,9,Diesel,29.3 litres/100km,mpesa,1368.53,KES160.54
TRP009636,45631,MORNING,Long Rains,28,Huruma-Mathare,Muthurwa,citi hoppa,standard,Standard Unit,14,14,127.92,10.07 km,diesel,21.1 litres/100km,M-PESA,1791,177.5/=
TRP014947,45080,PM,Dry Season,48A,Lavington-Kawangware,Ambassador,2nk,Standard,Standard Unit,25,25,76.85,11,diesel,19.4 L/100km,Cash,1921,173.95
TRP002803,45221,Eve,Short Rains,69,Outering Road,OTC,Oma Services,standard,Standard Unit,14 seater,14,150,21.16 km,DIESEL,20.3l/100km,Cash,2100,KES185.31
TRP003402,45483,EVENING,Dry Season,33J,Jogoo Road,Muthurwa,Forward Travelers,NGANYA,Godfather,14,14,200,19km,Diesel,18.7l/100km,Mpesa,2800,Ksh 168.48
TRP008087,45119,Night,short rains,34,Langata Road,Kencom,FORWARD TRAVELERS,standard,Standard Unit,14,14,95,6km,Petrol,20.9 L/100km,MPESA ,KES1325,KES198.47
TRP005489,45793,MORNING,Long Rains,56,Lavington-Kawangware,Kencom,citi hoppa,standard,Standard Unit,33,33,112.32,10.4,Diesel,30.5 L/100km,M-Pesa,Ksh 3706,Ksh 191.78
TRP000675,45752,Mornig,Long Rains,23A,Westlands,Railways,Super Metro,Standard,Standard Unit,33,33,150,25km,Diesel,19.4 L/100km,Mpesa,Ksh 4950,199.5/=
TRP006246,45444,Late Night,DRY SEASON,14A,Eastleigh,Odeon,Nicco Movers,Standard,Standard Unit,25 seater,25,50,4.52 km,diesel,25.19,mpesa,1250,Ksh 159.25
TRP003347,18/11/2023,AFTERNOON,Short Rains,8,Pangani,Railways,Embassava,standard,Standard Unit,25 pax,25,KES136,14.6,diesel,30.1 litres/100km,CASH,KSH 3394/=,187.8/=
TRP013581,45152,PM,Dry Season,110,Kitengela,OTC,Forward Travelers,Nganya,Nyoka,14,14,51,6,DIESEL,20.9 L/100km,CASH,714,183.4
TRP011040,45239,PM,Short Rains,125,Rongai,Railways,Zuri,Nganya,Matrix Damager,33,33,97,8km,DIESEL,25.08,Cash,3197/-,189.99
TRP006043,45248,AM,Short Rains,46,Kawangware,Kencom,Citi Hoppa,Standard,Standard Unit,33,33,KES91,7.28 km,Diesel,31.1l/100km,M-Pesa,3013,186.6/=
TRP001349,45894,MORNING,DRY SEASON,46,Kawangware,Kencom,KBS,STANDARD,Standard Unit,25,25,KES150,17km,Diesel,19.2l/100km,Cash,Ksh 3750,200.0/=
TRP000070,45373,Nyt,Long Rains,105,Kikuyu,Railways,CITI HOPPA,Standard,Standard Unit,14,14,54,5,Petrol,24.61,Mpesa,Ksh 756,KES180.57
TRP016430,21/05/2025,AFTERNOON,Long Rains,73,Outering Road,Afya Centre,CITY SHUTTLE,Standard,Standard Unit,33,33,KSH 113/=,15.9,Diesel,30.7 L/100km,CASH,3736.03,KES190.17
TRP007595,45947,PM,Short Rains,KU1,Kenyatta University,Odeon,Kenya Mpya,Nganya,Night Nurse,25,25,77.9,6.6,PETROL,18.1l/100km,Mpesa,Ksh 1948,Ksh 204.62
